Transaction ID,Sender Bank ID,Receiver Bank ID,Amount (USD),Timestamp,Currency,Transaction Type,Transaction Status,Slice ID,Bandwidth Allocation (Mbps),Latency (ms),Packet Loss Rate (%),Encryption Method,Public Key,Private Key,Session Key,Encryption Time (ms),Decryption Time (ms),QKD Protocol,QKD Success Rate (%),QKD Detection,Attack Type,Attack Success Rate (%),Computational Overhead (%)
T749,Bank1,Bank3,2207,2019-04-11 04:02:00,GBP,Fund Transfer,Successful,Slice3,178,19,0.014589749865393764,AES,X749,Y749,Z749,5,4,BB84,98.61214989348798,False,Replay Attack,32.814828079115465,18
T750,Bank3,Bank4,1944,2019-11-06 03:19:00,GBP,Bill Payment,Pending,Slice2,95,25,0.031837150565044985,ECC,X750,Y750,Z750,8,4,BB84,32.981216446111276,False,Man-in-the-Middle,3.0543932920723105,15
T751,Bank2,Bank4,4029,2017-12-30 22:48:00,USD,Transfer,Successful,Slice3,90,22,0.026298011011599377,ECC,X751,Y751,Z751,6,3,E91,59.93563387531263,False,Replay Attack,61.084908877740816,24
T752,Bank2,Bank1,1256,2015-12-11 23:10:00,GBP,Bill Payment,Failed,Slice1,78,22,0.043811980085201645,ECC,X752,Y752,Z752,7,8,BB84,75.60928039712043,False,Replay Attack,29.993318068557016,20
T753,Bank3,Bank3,766,2015-04-02 17:19:00,GBP,Fund Transfer,Failed,Slice1,59,16,0.08941423333751373,ECC,X753,Y753,Z753,8,8,E91,75.83642089087796,True,Replay Attack,69.22441110251894,16
T754,Bank1,Bank2,3869,2019-03-06 23:26:00,USD,Transfer,Successful,Slice2,121,19,0.06684179379182112,AES,X754,Y754,Z754,8,4,BB84,16.750772617284614,True,Man-in-the-Middle,68.48798191663484,25
T755,Bank2,Bank4,4787,2015-06-26 16:03:00,EUR,Bill Payment,Successful,Slice2,160,12,0.0922509106072408,ECC,X755,Y755,Z755,6,4,BB84,38.35916302892544,True,Replay Attack,48.906710851794834,17
T756,Bank4,Bank2,3206,2020-10-21 03:46:00,EUR,Transfer,Successful,Slice2,188,11,0.08936325205789299,AES,X756,Y756,Z756,8,7,E91,74.11966260605664,True,Man-in-the-Middle,70.9194193634955,15
T757,Bank2,Bank3,542,2016-01-22 18:00:00,GBP,Bill Payment,Failed,Slice2,59,12,0.04327240379109688,AES,X757,Y757,Z757,4,6,E91,23.297412761356927,False,Man-in-the-Middle,24.136900765261025,22
T758,Bank4,Bank1,4659,2018-03-25 08:57:00,GBP,Fund Transfer,Successful,Slice2,84,20,0.017046509936818034,ECC,X758,Y758,Z758,4,8,BB84,99.99893925245227,False,Replay Attack,37.54016141646406,27
T759,Bank4,Bank3,2134,2015-09-07 15:00:00,GBP,Bill Payment,Failed,Slice2,51,15,0.08143189374530965,ECC,X759,Y759,Z759,8,7,BB84,95.20417536710858,False,Man-in-the-Middle,70.07763178410664,10
T760,Bank1,Bank3,2108,2020-03-05 02:13:00,USD,Fund Transfer,Successful,Slice1,99,14,0.001473589604647252,AES,X760,Y760,Z760,6,6,E91,87.79817883429585,False,Man-in-the-Middle,41.889877378861144,21
T761,Bank2,Bank2,917,2020-05-03 14:37:00,EUR,Bill Payment,Failed,Slice1,83,21,0.029868005162397848,AES,X761,Y761,Z761,7,3,BB84,98.10288480217999,True,Quantum Interception,44.06439214042541,13
T762,Bank3,Bank3,1977,2016-05-20 16:51:00,EUR,Transfer,Pending,Slice3,88,26,0.09856751657532078,ECC,X762,Y762,Z762,4,3,E91,52.33212545200806,True,Man-in-the-Middle,67.99908002144875,28
T763,Bank4,Bank3,3559,2016-02-19 06:09:00,EUR,Bill Payment,Failed,Slice3,80,6,0.027888815861589013,ECC,X763,Y763,Z763,7,5,BB84,66.21083406376736,True,Quantum Interception,29.35688336628178,21
T764,Bank4,Bank3,1261,2017-08-14 12:59:00,EUR,Fund Transfer,Successful,Slice3,192,22,0.08225005599914996,AES,X764,Y764,Z764,4,3,BB84,50.697538550411025,True,Replay Attack,4.13087021256694,21
T765,Bank1,Bank2,1863,2015-12-09 01:26:00,USD,Fund Transfer,Pending,Slice2,172,14,0.09439827993225004,ECC,X765,Y765,Z765,9,5,BB84,23.07261094965829,False,Man-in-the-Middle,65.85769786813087,27
T766,Bank2,Bank1,4591,2017-05-10 01:45:00,GBP,Transfer,Failed,Slice3,164,27,0.03433762269439938,ECC,X766,Y766,Z766,8,7,E91,30.386890212805728,True,Man-in-the-Middle,70.72227044199954,25
T767,Bank4,Bank4,2057,2018-01-01 09:16:00,USD,Transfer,Pending,Slice2,160,7,0.05045000560563654,AES,X767,Y767,Z767,8,3,E91,81.34954264880544,True,Quantum Interception,71.87871042471883,12
T768,Bank2,Bank4,253,2018-10-04 05:00:00,EUR,Bill Payment,Pending,Slice3,123,22,0.0699100044947569,ECC,X768,Y768,Z768,4,5,E91,4.613508285751166,False,Replay Attack,0.15461994091450215,22
T769,Bank4,Bank4,2093,2019-08-29 18:31:00,USD,Transfer,Successful,Slice1,63,9,0.00048378074369376245,ECC,X769,Y769,Z769,5,7,E91,26.559808608401024,False,Man-in-the-Middle,11.56695008612082,25
T770,Bank4,Bank3,3253,2017-02-05 07:32:00,EUR,Transfer,Failed,Slice3,147,7,0.051635215757863145,AES,X770,Y770,Z770,7,8,BB84,71.66494116801701,True,Replay Attack,49.36949046403709,10
T771,Bank1,Bank3,1948,2020-04-21 04:51:00,USD,Bill Payment,Successful,Slice2,108,7,0.03585166330453348,ECC,X771,Y771,Z771,7,3,BB84,34.82439201270111,True,Man-in-the-Middle,16.5539431162529,10
T772,Bank1,Bank3,2923,2016-05-26 04:06:00,USD,Bill Payment,Pending,Slice1,141,26,0.03563648708861723,ECC,X772,Y772,Z772,7,6,E91,30.60909817389057,False,Quantum Interception,84.10637120560108,14
T773,Bank2,Bank1,4951,2018-08-01 19:59:00,GBP,Transfer,Pending,Slice2,149,22,0.0766308679090693,AES,X773,Y773,Z773,9,4,E91,69.4159962894366,False,Replay Attack,35.96658347347874,21
T774,Bank3,Bank1,4983,2016-07-22 21:25:00,GBP,Fund Transfer,Pending,Slice1,198,22,0.052077763127993615,ECC,X774,Y774,Z774,5,3,BB84,12.554200331277322,False,Quantum Interception,99.66704801710901,19
T775,Bank2,Bank4,2041,2018-12-11 08:22:00,EUR,Fund Transfer,Failed,Slice1,118,12,0.0013006623854241563,ECC,X775,Y775,Z775,8,8,BB84,17.47004780953103,True,Quantum Interception,30.93038675753792,11
T776,Bank3,Bank3,2710,2017-05-15 01:22:00,USD,Fund Transfer,Successful,Slice3,165,6,0.04358779988153033,AES,X776,Y776,Z776,8,4,BB84,51.24674960102483,False,Quantum Interception,69.27082293289436,29
T777,Bank4,Bank4,221,2019-12-29 15:32:00,EUR,Bill Payment,Successful,Slice2,84,9,0.045997219355972355,ECC,X777,Y777,Z777,8,5,E91,40.17901010296717,True,Quantum Interception,86.3501731593913,11
T778,Bank2,Bank3,3101,2016-04-16 05:56:00,USD,Fund Transfer,Pending,Slice2,127,27,0.06434439065165813,AES,X778,Y778,Z778,9,3,BB84,35.18752819897464,True,Quantum Interception,92.38990609808194,22
T779,Bank4,Bank3,3900,2020-02-16 01:56:00,USD,Transfer,Successful,Slice3,79,18,0.03577596195798856,AES,X779,Y779,Z779,8,8,BB84,55.290222215614726,True,Man-in-the-Middle,94.27756082297076,28
T780,Bank4,Bank3,3075,2020-01-19 06:53:00,EUR,Fund Transfer,Failed,Slice1,124,24,0.0020795063177079464,ECC,X780,Y780,Z780,4,6,BB84,74.08314301571099,False,Quantum Interception,84.67420014530042,24
T781,Bank2,Bank3,3868,2020-03-31 13:57:00,GBP,Bill Payment,Pending,Slice2,170,16,0.08999915384939428,AES,X781,Y781,Z781,5,7,E91,13.921666774826091,True,Quantum Interception,5.240471036031858,26
T782,Bank2,Bank3,434,2019-01-29 04:11:00,USD,Transfer,Failed,Slice2,96,6,0.020694066847617733,AES,X782,Y782,Z782,9,7,BB84,16.328487569353513,False,Man-in-the-Middle,86.41285303604982,13
T783,Bank3,Bank1,3727,2015-03-14 07:19:00,GBP,Bill Payment,Successful,Slice1,198,18,0.01149672099676391,AES,X783,Y783,Z783,8,7,BB84,46.71855551307203,False,Replay Attack,57.155080589601035,20
T784,Bank4,Bank2,278,2020-04-07 16:29:00,USD,Fund Transfer,Successful,Slice1,163,29,0.04870293169248894,AES,X784,Y784,Z784,4,3,BB84,55.26901632644163,False,Quantum Interception,77.97310413017186,22
T785,Bank3,Bank4,3144,2016-09-21 20:38:00,GBP,Transfer,Pending,Slice2,149,22,0.0866424619312366,ECC,X785,Y785,Z785,4,7,E91,41.280820999374534,False,Replay Attack,5.528588033364057,25
T786,Bank2,Bank4,1175,2017-03-10 09:12:00,EUR,Bill Payment,Failed,Slice2,183,22,0.04268983970941134,AES,X786,Y786,Z786,4,7,E91,35.67596162750869,False,Quantum Interception,55.772762449904874,18
T787,Bank1,Bank1,4219,2016-06-30 21:16:00,USD,Fund Transfer,Successful,Slice3,94,27,0.030006472975235832,AES,X787,Y787,Z787,8,5,BB84,21.148396515653634,True,Quantum Interception,70.52525715190959,14
T788,Bank2,Bank2,3755,2015-04-11 19:15:00,GBP,Transfer,Pending,Slice1,98,17,0.09640440420031984,AES,X788,Y788,Z788,4,4,BB84,97.98126193278034,False,Replay Attack,71.95395793694533,11
T789,Bank4,Bank3,3357,2018-04-04 08:49:00,EUR,Fund Transfer,Pending,Slice2,188,26,0.025483109813458606,AES,X789,Y789,Z789,6,7,E91,71.17698239085622,False,Man-in-the-Middle,20.318396876313795,10
T790,Bank2,Bank1,3980,2015-02-27 18:29:00,EUR,Bill Payment,Pending,Slice3,179,27,0.07928458091169115,AES,X790,Y790,Z790,9,8,BB84,70.23890187224954,False,Quantum Interception,71.02330566954794,13
T791,Bank4,Bank3,4232,2020-04-15 20:49:00,EUR,Bill Payment,Failed,Slice1,178,7,0.013750832411841963,AES,X791,Y791,Z791,4,4,E91,66.19778342136796,True,Man-in-the-Middle,85.22263028167522,21
T792,Bank3,Bank4,136,2015-02-23 17:31:00,GBP,Fund Transfer,Pending,Slice3,62,25,0.06945600502565821,AES,X792,Y792,Z792,8,6,BB84,38.0754870696364,True,Man-in-the-Middle,62.43573267918716,21
T793,Bank3,Bank3,3976,2016-11-25 23:54:00,GBP,Bill Payment,Successful,Slice1,106,16,0.012002003756042446,ECC,X793,Y793,Z793,4,8,E91,97.01074210544441,True,Quantum Interception,90.30214491014861,16
T794,Bank1,Bank2,4184,2020-01-13 02:03:00,GBP,Bill Payment,Successful,Slice2,112,20,0.018394368813086617,ECC,X794,Y794,Z794,9,5,BB84,83.9286047152757,True,Man-in-the-Middle,0.9459398687202136,13
T795,Bank2,Bank3,311,2017-03-08 13:25:00,USD,Transfer,Successful,Slice1,93,20,0.08463457715353785,AES,X795,Y795,Z795,6,5,E91,6.826929075653365,False,Quantum Interception,12.863647430423775,27
T796,Bank2,Bank2,1834,2015-11-13 16:16:00,GBP,Bill Payment,Pending,Slice3,125,7,0.07118709938487551,AES,X796,Y796,Z796,8,5,BB84,94.92000260642696,True,Quantum Interception,26.710569576203113,27
T797,Bank4,Bank4,4819,2017-02-15 09:15:00,EUR,Fund Transfer,Failed,Slice2,115,8,0.025778035644889476,ECC,X797,Y797,Z797,9,6,BB84,0.741417539325584,True,Replay Attack,48.08736801860625,23
T798,Bank2,Bank4,1676,2016-10-08 02:57:00,EUR,Transfer,Successful,Slice3,183,10,0.013183259358343781,ECC,X798,Y798,Z798,5,5,E91,1.4718371459779833,True,Replay Attack,78.62524642427623,16
T799,Bank3,Bank4,3761,2018-06-02 07:29:00,GBP,Transfer,Failed,Slice3,141,17,0.09559918645219241,ECC,X799,Y799,Z799,7,5,BB84,99.7670506017878,False,Replay Attack,8.9910389222444,26
T800,Bank3,Bank2,424,2020-09-04 00:38:00,USD,Bill Payment,Successful,Slice3,135,5,0.019201344468706118,ECC,X800,Y800,Z800,9,8,BB84,15.197879005086644,False,Man-in-the-Middle,23.341100794661816,21
T801,Bank1,Bank1,3737,2019-11-28 00:58:00,GBP,Fund Transfer,Pending,Slice2,96,29,0.07008528119604301,ECC,X801,Y801,Z801,7,8,BB84,46.435588635837966,True,Man-in-the-Middle,28.468860139120732,15
T802,Bank2,Bank2,1873,2016-01-15 07:58:00,EUR,Bill Payment,Pending,Slice1,70,14,0.009393783531872403,AES,X802,Y802,Z802,4,3,BB84,10.188117029791332,False,Replay Attack,36.73147996598539,14
T803,Bank4,Bank2,3959,2016-02-13 21:31:00,GBP,Bill Payment,Failed,Slice1,159,28,0.026988049345561052,ECC,X803,Y803,Z803,8,4,BB84,94.79070111427058,False,Replay Attack,77.23229785807216,15
T804,Bank1,Bank2,1330,2018-09-04 06:37:00,GBP,Fund Transfer,Successful,Slice2,123,25,0.07879710248053289,AES,X804,Y804,Z804,4,3,E91,20.63382001003966,False,Replay Attack,0.36005347087628703,15
T805,Bank4,Bank3,4812,2018-06-13 10:45:00,GBP,Fund Transfer,Pending,Slice2,102,15,0.022429432147558916,ECC,X805,Y805,Z805,8,4,BB84,15.764444485664498,False,Quantum Interception,65.82441328102426,21
T806,Bank2,Bank3,1234,2015-02-10 11:01:00,GBP,Bill Payment,Successful,Slice3,71,26,0.023727049197265895,ECC,X806,Y806,Z806,8,5,BB84,79.57034756434153,False,Replay Attack,62.116920473308156,17
T807,Bank4,Bank3,2416,2017-02-04 14:21:00,EUR,Transfer,Failed,Slice3,160,12,0.03453383119254696,ECC,X807,Y807,Z807,5,5,BB84,86.11440374421377,True,Quantum Interception,83.68915023384233,20
T808,Bank2,Bank3,3937,2016-11-30 20:14:00,EUR,Bill Payment,Pending,Slice1,123,11,0.038506128745796335,AES,X808,Y808,Z808,6,7,E91,56.809289764460516,True,Man-in-the-Middle,33.47646327564788,18
T809,Bank2,Bank4,4393,2019-11-08 14:22:00,EUR,Bill Payment,Pending,Slice3,81,6,0.04385750277650946,AES,X809,Y809,Z809,6,8,BB84,23.219687062387894,True,Man-in-the-Middle,36.011000993235434,14
T810,Bank4,Bank2,123,2016-09-12 05:06:00,GBP,Transfer,Failed,Slice1,137,21,0.07841743783689611,ECC,X810,Y810,Z810,9,4,BB84,54.15116213753469,True,Quantum Interception,50.056616324842906,27
T811,Bank3,Bank1,1306,2016-08-12 07:11:00,EUR,Fund Transfer,Successful,Slice1,112,22,0.001938090602195286,ECC,X811,Y811,Z811,8,4,E91,64.66254771970624,False,Man-in-the-Middle,5.684805311352137,10
T812,Bank4,Bank3,1260,2016-01-26 06:09:00,GBP,Bill Payment,Successful,Slice2,176,17,0.0430151306188461,ECC,X812,Y812,Z812,8,6,E91,37.83528597279072,False,Replay Attack,43.86454393083136,12
T813,Bank4,Bank1,4554,2017-12-20 14:38:00,GBP,Fund Transfer,Successful,Slice3,73,17,0.03121299660774031,ECC,X813,Y813,Z813,9,3,BB84,33.03724047185319,True,Quantum Interception,2.0940721574266186,27
T814,Bank1,Bank1,1048,2017-07-13 19:51:00,GBP,Transfer,Failed,Slice2,130,14,0.09545384361494356,ECC,X814,Y814,Z814,4,5,BB84,43.33681212290463,True,Quantum Interception,49.024985959629404,20
T815,Bank3,Bank2,4568,2017-06-24 08:29:00,GBP,Transfer,Pending,Slice2,108,11,0.009601823156781597,AES,X815,Y815,Z815,6,8,E91,59.109248660569754,True,Quantum Interception,51.25492629409704,13
T816,Bank3,Bank2,1204,2015-09-30 18:48:00,EUR,Transfer,Pending,Slice1,74,13,0.025726509189250946,ECC,X816,Y816,Z816,7,3,E91,65.75746381142405,True,Quantum Interception,35.67238602464011,23
T817,Bank3,Bank1,2902,2020-08-17 15:17:00,EUR,Fund Transfer,Failed,Slice3,178,7,0.05935229439436421,AES,X817,Y817,Z817,5,5,E91,99.91200237491411,False,Man-in-the-Middle,10.380535602365203,25
T818,Bank2,Bank2,512,2016-07-21 00:25:00,GBP,Bill Payment,Failed,Slice2,165,16,0.05881043678666418,AES,X818,Y818,Z818,4,5,BB84,53.713025735632826,True,Replay Attack,2.0320787573463894,29
T819,Bank1,Bank3,432,2018-10-17 05:33:00,GBP,Transfer,Failed,Slice1,184,7,0.09164860233180928,ECC,X819,Y819,Z819,5,4,E91,14.638835447824583,False,Man-in-the-Middle,70.29473584394019,28
T820,Bank1,Bank4,3112,2016-08-11 14:05:00,GBP,Fund Transfer,Pending,Slice2,58,16,0.03557598796036267,ECC,X820,Y820,Z820,6,3,E91,78.0153739753765,True,Man-in-the-Middle,47.28796910760929,29
T821,Bank2,Bank3,2383,2020-09-10 05:41:00,USD,Fund Transfer,Pending,Slice1,111,13,0.07917069318075694,ECC,X821,Y821,Z821,9,6,BB84,65.03695268391645,False,Replay Attack,88.86089624284217,26
T822,Bank1,Bank4,2881,2020-09-13 02:13:00,EUR,Transfer,Failed,Slice1,82,26,0.0019157205423679603,AES,X822,Y822,Z822,6,3,E91,95.63392349516424,True,Man-in-the-Middle,18.3811661053892,18
T823,Bank2,Bank1,4235,2015-10-11 01:16:00,USD,Transfer,Successful,Slice1,52,6,0.03062786494251757,AES,X823,Y823,Z823,9,5,E91,51.26608237876119,True,Quantum Interception,93.00775628490136,11
T824,Bank4,Bank4,1100,2019-11-05 09:59:00,GBP,Bill Payment,Failed,Slice3,168,18,0.057043746339022164,ECC,X824,Y824,Z824,5,7,E91,69.70928254492243,False,Quantum Interception,52.47520119145662,29
T825,Bank2,Bank1,769,2020-06-10 20:50:00,EUR,Fund Transfer,Failed,Slice3,169,8,0.029607220363612463,AES,X825,Y825,Z825,7,6,BB84,54.441468967869724,True,Quantum Interception,76.79330987272122,28
T826,Bank3,Bank3,4278,2015-01-07 23:56:00,GBP,Fund Transfer,Pending,Slice1,67,27,0.07142875645644048,AES,X826,Y826,Z826,8,3,BB84,43.12373009234999,False,Man-in-the-Middle,26.236144005610008,10
T827,Bank1,Bank2,2092,2019-08-06 07:23:00,EUR,Bill Payment,Successful,Slice3,181,28,0.060402017453781556,ECC,X827,Y827,Z827,8,7,E91,38.334644714255596,False,Man-in-the-Middle,16.106863027258854,12
T828,Bank4,Bank1,3928,2016-10-06 10:59:00,EUR,Fund Transfer,Pending,Slice3,98,11,0.007265239205754182,ECC,X828,Y828,Z828,6,7,BB84,19.801196800356635,True,Quantum Interception,32.24864283614208,11
T829,Bank4,Bank1,758,2016-04-27 18:08:00,GBP,Transfer,Successful,Slice1,130,13,0.0982769298639764,AES,X829,Y829,Z829,9,3,BB84,45.76804577318012,False,Replay Attack,43.70331795375847,16
T830,Bank3,Bank1,438,2017-10-03 14:50:00,EUR,Transfer,Failed,Slice1,135,15,0.0606791539637373,ECC,X830,Y830,Z830,6,4,E91,3.7423139306896225,True,Man-in-the-Middle,94.09426818743066,24
T831,Bank4,Bank2,4348,2015-08-24 02:44:00,USD,Bill Payment,Successful,Slice3,171,25,0.0647369583385101,AES,X831,Y831,Z831,9,6,E91,16.09877019212985,True,Replay Attack,58.812514390206225,12
T832,Bank3,Bank1,3273,2019-10-09 18:21:00,USD,Transfer,Failed,Slice2,147,25,0.06860761827861814,AES,X832,Y832,Z832,7,5,E91,28.23443374148805,False,Replay Attack,12.893075869901448,27
T833,Bank3,Bank2,2272,2015-07-19 16:57:00,EUR,Fund Transfer,Pending,Slice3,104,29,0.017721570544973465,AES,X833,Y833,Z833,5,7,BB84,77.73842610241935,False,Man-in-the-Middle,69.80213035054118,15
T834,Bank3,Bank4,2501,2015-06-24 15:49:00,USD,Transfer,Successful,Slice2,126,19,0.06445915023520778,ECC,X834,Y834,Z834,5,5,BB84,63.097364501347975,True,Man-in-the-Middle,48.544440037714786,24
T835,Bank2,Bank3,1465,2019-12-05 18:37:00,EUR,Bill Payment,Pending,Slice1,111,27,0.07220360886502718,ECC,X835,Y835,Z835,6,3,BB84,72.66416058005495,True,Man-in-the-Middle,30.87939282202936,16
T836,Bank1,Bank2,2791,2017-02-18 02:32:00,USD,Fund Transfer,Failed,Slice2,148,11,0.03447041000081952,AES,X836,Y836,Z836,4,8,BB84,52.216301010406404,True,Replay Attack,13.90193517703393,21
T837,Bank1,Bank1,3116,2015-09-06 22:42:00,USD,Fund Transfer,Pending,Slice3,170,17,0.09559037103745632,ECC,X837,Y837,Z837,5,5,E91,7.896991531051456,False,Quantum Interception,85.92848047574456,15
T838,Bank2,Bank4,4560,2015-12-24 14:15:00,GBP,Bill Payment,Pending,Slice3,183,7,0.06747752174717056,AES,X838,Y838,Z838,9,7,E91,51.46237190004488,True,Quantum Interception,46.751128880520255,22
T839,Bank1,Bank4,1906,2018-01-07 00:01:00,USD,Fund Transfer,Pending,Slice3,110,22,0.08497449864978385,ECC,X839,Y839,Z839,7,7,BB84,9.398270212449622,False,Replay Attack,17.01566982607541,24
T840,Bank4,Bank3,826,2017-10-29 06:20:00,USD,Bill Payment,Failed,Slice2,143,26,0.05632875305434148,AES,X840,Y840,Z840,4,3,E91,29.56322620529386,False,Man-in-the-Middle,66.24383498354413,13
T841,Bank2,Bank3,2263,2016-10-25 08:30:00,GBP,Transfer,Pending,Slice2,118,9,0.07911022356857929,ECC,X841,Y841,Z841,8,6,BB84,77.1932608263724,False,Replay Attack,46.22263913096617,11
T842,Bank4,Bank2,3562,2017-09-02 03:07:00,USD,Transfer,Pending,Slice2,90,10,0.044486040513869896,AES,X842,Y842,Z842,5,8,E91,47.9040389963743,False,Man-in-the-Middle,41.25349589598082,21
T843,Bank1,Bank3,446,2019-03-26 06:16:00,USD,Fund Transfer,Successful,Slice3,132,17,0.016451105924943723,AES,X843,Y843,Z843,5,5,BB84,3.997905261862822,True,Quantum Interception,0.4625683884387777,24
T844,Bank3,Bank1,4960,2016-09-04 16:50:00,USD,Bill Payment,Failed,Slice2,156,22,0.03962931598057101,AES,X844,Y844,Z844,4,8,BB84,21.975073862578764,False,Quantum Interception,98.4339796669529,14
T845,Bank3,Bank3,4016,2016-08-25 16:26:00,GBP,Fund Transfer,Successful,Slice1,81,23,0.04634400909305948,AES,X845,Y845,Z845,4,3,E91,47.49046685849405,True,Quantum Interception,69.11759019927429,25
T846,Bank1,Bank4,685,2018-01-05 00:42:00,USD,Transfer,Failed,Slice3,187,18,0.08610075111172955,AES,X846,Y846,Z846,7,7,BB84,60.60831922899597,True,Man-in-the-Middle,84.7541530574817,11
T847,Bank3,Bank4,142,2015-01-04 06:15:00,USD,Bill Payment,Failed,Slice3,120,26,0.007821010209346002,AES,X847,Y847,Z847,7,5,E91,35.54918970667622,False,Man-in-the-Middle,26.157503280396956,16
T848,Bank1,Bank1,2861,2018-02-06 16:57:00,USD,Fund Transfer,Successful,Slice2,75,11,0.09730969421264546,ECC,X848,Y848,Z848,9,3,BB84,98.43960948575612,False,Quantum Interception,60.96119809862981,14
T849,Bank4,Bank1,1652,2019-06-15 04:21:00,EUR,Transfer,Successful,Slice1,56,19,0.06611719690786745,AES,X849,Y849,Z849,9,3,BB84,31.881417764151763,True,Man-in-the-Middle,34.37021694500609,17
T850,Bank3,Bank3,2659,2017-04-24 17:03:00,EUR,Bill Payment,Failed,Slice2,74,21,0.06583069318366698,AES,X850,Y850,Z850,7,5,BB84,99.96312336208064,True,Quantum Interception,67.1510026482758,12
T851,Bank1,Bank3,2046,2018-10-05 18:32:00,GBP,Transfer,Failed,Slice3,106,15,0.025150809952038913,AES,X851,Y851,Z851,5,7,E91,6.0626618369071466,True,Quantum Interception,89.61695274439481,25
T852,Bank3,Bank4,2619,2016-07-19 06:22:00,GBP,Bill Payment,Pending,Slice2,114,15,0.06847358666897814,AES,X852,Y852,Z852,5,5,E91,56.21021845505759,True,Man-in-the-Middle,87.78454186269418,29
T853,Bank1,Bank3,3413,2015-02-28 08:32:00,GBP,Transfer,Successful,Slice1,130,6,0.0010665116177160261,ECC,X853,Y853,Z853,7,4,BB84,1.6890503657601474,True,Replay Attack,7.087458538864755,26
T854,Bank1,Bank3,3591,2019-07-16 12:00:00,GBP,Fund Transfer,Pending,Slice3,185,16,0.09999449271076066,ECC,X854,Y854,Z854,5,6,E91,23.767180421475643,False,Man-in-the-Middle,20.695254758106884,17
T855,Bank4,Bank3,2065,2016-12-31 01:26:00,GBP,Fund Transfer,Failed,Slice1,147,14,0.05009930345718891,AES,X855,Y855,Z855,8,6,E91,95.08777510631732,True,Man-in-the-Middle,40.727804720565345,15
T856,Bank2,Bank4,4734,2015-11-30 16:16:00,USD,Bill Payment,Pending,Slice2,130,12,0.07120100622356622,AES,X856,Y856,Z856,8,4,E91,52.21876846051444,False,Man-in-the-Middle,93.11216925839354,22
T857,Bank2,Bank4,894,2017-12-16 16:52:00,GBP,Transfer,Failed,Slice2,53,5,0.03295049213676267,ECC,X857,Y857,Z857,5,8,BB84,6.400964990215973,False,Quantum Interception,8.960379759508285,21
T858,Bank3,Bank4,1368,2020-10-05 10:36:00,EUR,Fund Transfer,Failed,Slice1,131,5,0.08515858058918008,AES,X858,Y858,Z858,4,7,BB84,0.48705124936959665,True,Replay Attack,23.289870666176714,19
T859,Bank1,Bank3,297,2015-06-25 23:43:00,GBP,Bill Payment,Successful,Slice1,107,21,0.021975627997148174,AES,X859,Y859,Z859,4,8,E91,84.23457978004082,False,Quantum Interception,35.09639485864787,18
T860,Bank2,Bank3,2403,2019-01-23 20:25:00,EUR,Bill Payment,Failed,Slice1,107,23,0.013241846316127815,AES,X860,Y860,Z860,9,3,BB84,3.2495701506580987,True,Replay Attack,26.711437319675248,20
T861,Bank3,Bank1,1651,2016-08-02 04:45:00,EUR,Bill Payment,Failed,Slice2,112,22,0.032755458241120326,AES,X861,Y861,Z861,8,5,E91,62.67309109415624,True,Quantum Interception,78.6722560539026,23
T862,Bank4,Bank3,3184,2015-02-05 12:21:00,EUR,Transfer,Pending,Slice2,185,29,0.044036117426934834,ECC,X862,Y862,Z862,6,5,E91,57.659339153615704,False,Quantum Interception,10.824267412773159,18
T863,Bank1,Bank2,2932,2017-04-19 10:03:00,EUR,Bill Payment,Successful,Slice2,71,13,0.08761376393731762,ECC,X863,Y863,Z863,8,4,E91,83.05338227528608,True,Replay Attack,2.3423324668303214,23
T864,Bank3,Bank4,1912,2020-11-01 00:39:00,EUR,Bill Payment,Failed,Slice2,84,29,0.004640494801491868,ECC,X864,Y864,Z864,4,8,E91,24.941095774142475,True,Quantum Interception,53.13292381423855,26
T865,Bank4,Bank1,2800,2015-09-22 10:28:00,EUR,Bill Payment,Failed,Slice1,100,25,0.06501678878271315,ECC,X865,Y865,Z865,9,8,E91,36.40155459000515,False,Quantum Interception,26.588623909762997,10
T866,Bank1,Bank1,332,2018-11-25 17:43:00,GBP,Transfer,Successful,Slice3,107,7,0.0824426653852704,ECC,X866,Y866,Z866,6,6,BB84,48.62879642036273,False,Quantum Interception,46.7703497165317,12
T867,Bank3,Bank1,2124,2017-08-02 09:07:00,EUR,Bill Payment,Failed,Slice2,130,23,0.04457428242672665,AES,X867,Y867,Z867,9,7,E91,93.5958767220886,True,Replay Attack,63.89689427867257,18
T868,Bank1,Bank4,3541,2018-11-06 03:17:00,EUR,Bill Payment,Pending,Slice2,191,14,0.006804406966752697,ECC,X868,Y868,Z868,8,5,BB84,55.91107170854131,True,Replay Attack,90.46405619605477,17
T869,Bank1,Bank3,4439,2018-04-01 10:13:00,EUR,Bill Payment,Successful,Slice2,157,22,0.08803687463285736,ECC,X869,Y869,Z869,6,8,E91,99.98121972762348,True,Replay Attack,55.13503411087937,14
T870,Bank1,Bank4,495,2019-07-20 11:01:00,GBP,Fund Transfer,Pending,Slice3,147,12,0.019809536428880305,AES,X870,Y870,Z870,4,4,BB84,18.110205606240015,False,Man-in-the-Middle,48.86176017700565,13
T871,Bank1,Bank4,4661,2020-04-23 09:38:00,USD,Bill Payment,Successful,Slice1,71,20,0.009924519481975036,AES,X871,Y871,Z871,5,3,E91,70.27021203605409,False,Quantum Interception,90.11823752619415,15
